t,y,u,ref,a1_est,a2_est,b1_est,b2_est,Kp,Ki,Kd
0.28,-0.03121537120394552,-1.7695486314985236,0.0,-0.2700000816823463,-0.3132232136256541,-0.002911215324962072,0.008565825747122929,40.0,1.0,5.0
0.3,-0.03243617729901474,-1.5974770575867645,0.0,-0.27791602479786387,-0.3224044351722243,-0.0023545879897570766,0.008132150700539667,40.0,1.0,5.0
0.32,-0.03287652893125468,-1.4206350377476664,0.0,-0.2847275819022596,-0.3303049795115932,-0.001889427706588761,0.007747407203635386,40.0,1.0,5.0
0.34,-0.032641337270640586,-1.2429943748550074,0.0,-0.29061666304352596,-0.3371358005152737,-0.0014985075006543724,0.00740537718390483,40.0,1.0,5.0
0.36,-0.031832851779688934,-1.0679681546681454,0.0,-0.2957255340902575,-0.34306187966470963,-0.0011686872111284438,0.0071009061609175125,40.0,1.0,5.0
0.38,-0.03054915614406519,-0.8984287761980545,0.0,-0.3001661095446325,-0.34821300134711053,-0.0008898317536809707,0.006829759559905269,40.0,1.0,5.0
0.4,-0.02888295785655669,-0.7367328408836562,0.0,-0.3040270437454323,-0.3526919753707977,-0.0006540319899693882,0.006588474729869289,40.0,1.0,5.0
0.42,-0.026920650379701688,-0.5847516574804243,0.0,-0.3073791694819211,-0.3565809432135681,-0.0004550366320240227,0.0063742228588601355,40.0,1.0,5.0
0.44,-0.0247416255973576,-0.4439061723263371,0.0,-0.3102797174289155,-0.359946270526663,-0.0002878318586550096,0.006184684575419866,40.0,1.0,5.0
0.46,-0.022417813384149478,-0.3152051823496862,0.0,-0.3127756416607842,-0.3628424030454004,-0.00014832520065880182,0.006017938750411873,40.0,1.0,5.0
0.48,-0.02001342455671317,-0.19928574418632206,0.0,-0.3149062868673447,-0.36531495914478573,-3.3104093881227784e-05,0.005872362662301826,40.0,1.0,5.0
0.5,-0.017584873231265098,-0.09645476413008314,0.0,-0.31670556137496103,-0.36740324936444974,6.07508322620855e-05,0.0057465417502541956,40.0,1.0,5.0
0.52,-0.015180854712504152,-0.006730842145676874,0.0,-0.3182037233282229,-0.36914234743778745,0.00013581084888635071,0.005639187932003539,40.0,1.0,5.0
0.54,-0.012842555484468658,0.07011445318469023,0.0,-0.3194288423465034,-0.37056478514115,0.00019441089728684777,0.005549066535287632,40.0,1.0,5.0
0.56,-0.010603972654330435,0.13451658746281497,0.0,-0.32040796394674864,-0.37170190267041736,0.00023873296789117407,0.005474933040498162,40.0,1.0,5.0
0.58,-0.008492321287801658,0.18707992979584848,0.0,-0.3211679788748703,-0.37258485708448585,0.0002708638448766554,0.005415481840275749,40.0,1.0,5.0
0.6,-0.006528509427819892,0.22854195736980987,0.0,-0.32173618523751657,-0.37324527481365083,0.00029282883763986445,0.005369309859131957,40.0,1.0,5.0
0.62,-0.0047276621541672914,0.25974014849053945,0.0,-0.3221405293581702,-0.37371553192000057,0.0003066029407267824,0.0053348979158964905,40.0,1.0,5.0
0.64,-0.0030996777631589786,0.28158180991453663,0.0,-0.32240952221592933,-0.3740286584369392,0.00031410151907631145,0.005310611984900715,40.0,1.0,5.0
0.66,-0.0016498009654949883,0.2950169874657058,0.0,-0.32257185084700574,-0.3742178891864265,0.00031715388213270757,0.005294724983002786,40.0,1.0,5.0
0.68,-0.0003791998621343268,0.3010145240270573,0.0,-0.3226557341815348,-0.37431591832667954,0.0003174646355070299,0.0052854575416780925,40.0,1.0,5.0
0.7000000000000001,0.0007144646860331267,0.3005412564491742,0.0,-0.322688103852935,-0.37435395087809753,0.00031656903372565464,0.005281033792295156,40.0,1.0,5.0
0.72,0.0016364868699548338,0.2945442824820049,0.0,-0.3226937146321155,-0.374360672433774,0.0003157892540765516,0.005279746024424725,40.0,1.0,5.0
0.74,0.002394588771760186,0.28393617980056557,0.0,-0.3226942992293425,-0.37436126998312674,0.0003161982523721212,0.005280020710080476,40.0,1.0,5.0
0.76,0.002998424453613217,0.2695830205756786,0.0,-0.32270787436552967,-0.37437662772980823,0.0003185965720159948,0.005280478201804802,40.0,1.0,5.0
0.78,0.0034591200164577995,0.2522949957376791,0.0,-0.3227482799761372,-0.37442279281033025,0.00032350536569746886,0.005279979498031563,40.0,1.0,5.0
0.8,0.0037888529816148637,0.23281944198171434,0.0,-0.32282499644607204,-0.3745107630174123,0.0003311763853954104,0.005277655584613939,40.0,1.0,5.0
0.8200000000000001,0.004000473121114333,0.21183605060971666,0.0,-0.32294324398373275,-0.3746466013826568,0.0003416173183243571,0.005272917516793454,40.0,1.0,5.0
0.84,0.004107165777916644,0.18995402952307774,0.0,-0.32310433196431587,-0.3748318404359499,0.0003546290379246826,0.0052654480234871435,40.0,1.0,5.0
0.86,0.00412215777348799,0.16771098719366034,0.0,-0.32330620048237285,-0.3750641092920118,0.0003698503527835857,0.0052551775043908075,40.0,1.0,5.0
0.88,0.004058465193680529,0.1455733094605335,0.0,-0.32354408413156577,-0.37533790252819105,0.0003868056961323479,0.005242248565111726,40.0,1.0,5.0
0.9,0.003928681668748316,0.12393780581543212,0.0,-0.32381122837405696,-0.3756454101888375,0.0004049517394384127,0.005226973649922553,40.0,1.0,5.0
0.92,0.0037448052123795045,0.10313441080577757,0.0,-0.3240995985345611,-0.375977339432882,0.0004237198692360945,0.005209790031609988,40.0,1.0,5.0
0.9400000000000001,0.003518101249569133,0.08342973770796416,0.0,-0.3244005362303563,-0.3763236754408773,0.00044255256089545023,0.005191215653265399,40.0,1.0,5.0
0.96,0.0032589991349665976,0.065031295158521,0.0,-0.32470533399288165,-0.3766743476567642,0.00046093269773734555,0.005171808352474573,40.0,1.0,5.0
0.98,0.0029770192324725243,0.048092192470523085,0.0,-0.3250057130781985,-0.37701978393151064,0.00047840568669549804,0.005152130050285995,40.0,1.0,5.0
1.0,0.002680727483495748,0.03271617544044622,0.0,-0.32529420043596335,-0.37735134784437996,0.0004945947651314815,0.00513271669404338,40.0,1.0,5.0
1.02,0.002377714325456781,0.0189628511398489,0.0,-0.32556440809498755,-0.3776616629213523,0.0005092101936454746,0.005114054165393371,40.0,1.0,5.0
1.04,0.002074594823926595,0.006852977102315319,0.0,-0.32581122222101533,-0.3779448321038014,0.0005220531400321358,0.005096560002381839,40.0,1.0,5.0
1.06,0.0017770269414949034,-0.003626292881498794,0.0,-0.32603091063744366,-0.37819656260340684,0.0005330150465218108,0.005080570599096495,40.0,1.0,5.0
1.08,0.0014897449746690396,-0.012516297753583074,0.0,-0.32622115762923487,-0.3784142063202311,0.0005420731993346068,0.005066333481918855,40.0,1.0,5.0
1.1,0.0012166053378502499,-0.01988196861780913,0.0,-0.3263810342496212,-0.3785967253144187,0.0005492831364944175,0.005054004260562056,40.0,1.0,5.0
1.12,0.0009606420522938436,-0.025807199383423664,0.0,-0.32651091179159253,-0.3787445911882596,0.0005547684697641717,0.005043647865735489,40.0,1.0,5.0
1.1400000000000001,0.0007241295001262288,-0.030390535532927827,0.0,-0.32661232598970863,-0.37885962713866167,0.0005587086748984015,0.005035243678832757,40.0,1.0,5.0
1.16,0.0005086502218361441,-0.03374121519071199,0.0,-0.3266878000394213,-0.3789448020614883,0.0005613254210029286,0.005028694114433213,40.0,1.0,5.0
1.18,0.00031516576376801743,-0.035975585142672184,0.0,-0.32674063558375455,-0.3790039873381169,0.0005628680523068091,0.005023836131962869,40.0,1.0,5.0
1.2,0.00014408881434973357,-0.037213904180655843,0.0,-0.326774682162755,-0.3790416885100693,0.0005635988839904095,0.005020455040966648,40.0,1.0,5.0
1.22,-4.644900845722445e-06,-0.03757753713078403,0.0,-0.32679409688375166,-0.3790627655237366,0.0005637790050496993,0.005018299847453473,40.0,1.0,5.0
1.24,-0.0001315062687757615,-0.03718653515700687,0.0,-0.32680310686250685,-0.37907215615304435,0.000563655275069329,0.005017099293549126,40.0,1.0,5.0
1.26,-0.00023730506911655543,-0.036157591374709676,0.0,-0.32680578698364676,-0.3790746172076216,0.0005634491446195538,0.00501657769453531,40.0,1.0,5.0
1.28,-0.0003231257643061921,-0.034602355409791945,0.0,-0.3268058645456998,-0.37907449698983486,0.000563347816971664,0.005016469694435095,40.0,1.0,5.0
1.3,-0.000390267485914987,-0.03262608622865161,0.0,-0.32680656038055766,-0.3790755501636919,0.0005634981087611937,0.005016533150694603,40.0,1.0,5.0
1.32,-0.0004401887261376771,-0.03032661926555577,0.0,-0.3268104732363956,-0.3790808029374372,0.000564003175089398,0.0050165595147268335,40.0,1.0,5.0
1.34,-0.000474457081822943,-0.027793621500246814,0.0,-0.32681951089550626,-0.37909247259934803,0.0005649220620652568,0.005016381281426446,40.0,1.0,5.0
1.36,-0.0004947042540155498,-0.025108106599866616,0.0,-0.3268348680484505,-0.37911194143069993,0.0005662718599888205,0.005015876312997374,40.0,1.0,5.0
1.3800000000000001,-0.0005025863787169,-0.02234218144268082,0.0,-0.32685704774744606,-0.37913978129843623,0.000568032073254585,0.005014969073770962,40.0,1.0,5.0
1.4000000000000001,-0.0004997496543487445,-0.019558995193665142,0.0,-0.32688592063058314,-0.37917582217021095,0.0005701507122991034,0.005013629018786475,40.0,1.0,5.0
1.42,-0.0004878011378103415,-0.01681286251232334,0.0,-0.32692081424615566,-0.3792192556310363,0.0005725515543636729,0.005011866541701333,40.0,1.0,5.0
1.44,-0.00046828450338149563,-0.01414953335262644,0.0,-0.3269606237855599,-0.37926876329777554,0.0005751420117165679,0.0050097269973241555,40.0,1.0,5.0
1.46,-0.000442660496173166,-0.011606583079345777,0.0,-0.32700393530892313,-0.3793226597724314,0.0005778210805656425,0.005007283369275636,40.0,1.0,5.0
1.48,-0.0004122917633398083,-0.00921389819502124,0.0,-0.3270491529891436,-0.37937904029486064,0.0005804869099735201,0.0050046281593348505,40.0,1.0,5.0
1.5,-0.00037843171070649635,-0.006994234773914329,0.0,-0.32709462283078805,-0.3794359243440678,0.0005830436154591058,0.005001865041656641,40.0,1.0,5.0
1.52,-0.0003422170086167928,-0.004963828666400622,0.0,-0.3271387465559634,-0.3794913878794124,0.0005854070554948493,0.0049991007637735065,40.0,1.0,5.0
1.54,-0.00030466335741988524,-0.00313303860887172,0.0,-0.3271800807266999,-0.37954367851840387,0.0005875093820232573,0.004996437698244132,40.0,1.0,5.0
1.56,-0.00026666411882055204,-0.0015070054966683927,0.0,-0.32721741756722067,-0.37959130956987774,0.0005893022625209748,0.004993967363227337,40.0,1.0,5.0
1.58,-0.0002289914230585678,-8.631320398743564e-05,0.0,-0.3272498452768793,-0.37963313038342367,0.0005907587478349007,0.004991765143847599,40.0,1.0,5.0
1.6,-0.00019229937234484408,0.0011323615750494908,0.0,-0.3272767868404665,-0.3796683718853495,0.0005918738258942216,0.004989886363156509,40.0,1.0,5.0
1.62,-0.0001571289769914015,0.0021556209695770814,0.0,-0.3272980174295111,-0.37969666742786523,0.0005926637566542912,0.004988363773941658,40.0,1.0,5.0
1.6400000000000001,-0.00012391448112875102,0.002992747641762495,0.0,-0.3273136614439737,-0.3797180501793813,0.0005931643289703736,0.0049872064714629035,40.0,1.0,5.0
1.6600000000000001,-9.299075878198339e-05,0.003655143341486853,0.0,-0.32732417107055856,-0.3797329292330001,0.0005934282161812462,0.004986400162745402,40.0,1.0,5.0
1.68,-6.46014874353499e-05,0.00415580941556995,0.0,-0.3273302889303748,-0.3797420474067385,0.0005935216342418818,0.004985908670741324,40.0,1.0,5.0
1.7,-3.890783420401322e-05,0.004508872859315132,0.0,-0.3273329979461962,-0.37974642434374556,0.0005935205240261642,0.004985676502330569,40.0,1.0,5.0
1.72,-1.599741859353403e-05,0.004729160130148057,0.0,-0.3273334619624079,-0.3797472889767214,0.0005935064873250717,0.004985632269118932,40.0,1.0,5.0
1.74,4.106655101359611e-06,0.004831819732149444,0.0,-0.3273329608798959,-0.3797460056769526,0.0005935627034485061,0.004985692721002343,40.0,1.0,5.0
1.76,2.1436873998581488e-05,0.004831993526100349,0.0,-0.3273328241069682,-0.3797439984464441,0.0005937700398700896,0.004985767136178114,40.0,1.0,5.0
1.78,3.607265180667889e-05,0.00474453581917926,0.0,-0.32733436596768634,-0.37974267732263617,0.0005942035463425919,0.004985761808936901,40.0,1.0,5.0
1.8,4.813204673098067e-05,0.004583778536137045,0.0,-0.32733882635593425,-0.379743370755429,0.0005949294885125917,0.004985584388561614,40.0,1.0,5.0
1.82,5.776396079263246e-05,0.0043633401621564726,0.0,-0.32734731939846534,-0.37974726711022777,0.0005960030363217229,0.0049851478482822445,40.0,1.0,5.0
1.84,6.514089597538909e-05,0.004095975667662453,0.0,-0.3273607922301509,-0.3797553676909594,0.0005974666771996189,0.004984373900589757,40.0,1.0,5.0
1.86,7.04523213151413e-05,0.0037934642669277437,0.0,-0.3273799952394455,-0.37976845282033483,0.00059934937750504,0.004983195721339917,40.0,1.0,5.0
1.8800000000000001,7.389868582811785e-05,0.0034665316144694494,0.0,-0.3274054643686209,-0.3797870616260488,0.0006016664712307292,0.004981559896272506,40.0,1.0,5.0
1.9000000000000001,7.568609509159773e-05,0.00312480289453631,0.0,-0.3274375153091591,-0.37981148532683157,0.00060442021573679,0.004979427555806479,40.0,1.0,5.0
1.92,7.602165435395063e-05,0.002776783197835761,0.0,-0.3274762487695367,-0.37984177305032374,0.0006076009226710042,0.004976774713364363,40.0,1.0,5.0
1.94,7.510946822594223e-05,0.0024298615944896183,0.0,-0.3275215654510729,-0.37987774859201096,0.0006111885498706333,0.0049735918657044026,40.0,1.0,5.0
1.96,7.314727622499974e-05,0.002090335391742895,0.0,-0.3275731889737473,-0.3799190360709136,0.0006151546275692166,0.004969882948330984,40.0,1.0,5.0
1.98,7.032369461276154e-05,0.001763451198321696,0.0,-0.32763069475870094,-0.37996509216580177,0.0006194643893984586,0.004965663763560758,40.0,1.0,5.0
2.0,6.681602796556944e-05,0.0014534595942548485,0.0,-0.32769354279393736,-0.38001524252146424,0.0006240789844686569,0.0049609600128100685,40.0,1.0,5.0
2.02,6.278860861249362e-05,0.001163680415833136,0.0,-0.32776111226920834,-0.3800687199806881,0.0006289576596811969,0.004955805068604037,40.0,1.0,5.0
2.04,5.83916183189237e-05,0.0008965759013331914,0.0,-0.327832736241641,-0.3801247024973753,0.0006340598195229349,0.004950237616850413,40.0,1.0,5.0
2.06,5.3760344231130505e-05,0.0006538291961502678,0.0,-0.3279077347572036,-0.38018234888767316,0.0006393468919859225,0.004944299287691613,40.0,1.0,5.0
2.08,4.9014819970381526e-05,0.00043642597888077055,0.0,-0.32798544517524164,-0.3802408309456854,0.0006447839521189685,0.004938032375591413,40.0,1.0,5.0
2.1,4.425980271597867e-05,0.00024473723634550726,0.0,-0.3280652487960268,-0.38029936085628807,0.0006503410774466476,0.004931477728102357,40.0,1.0,5.0
2.12,3.958503798965725e-05,7.86014800728018e-05,0.0,-0.32814659324963236,-0.3803572132512748,0.0006559944307759487,0.004924672859752999,40.0,1.0,5.0
2.14,3.506576549916811e-05,-6.259504527870996e-05,0.0,-0.3282290104476382,-0.3804137416524975,0.0006617270847545664,0.004917650324239091,40.0,1.0,5.0
2.16,3.0763421673955285e-05,-0.00017984136353466637,0.0,-0.32831213021067984,-0.380468389407741,0.0006675296182544571,0.004910436355894097,40.0,1.0,5.0
2.18,2.6726497296988536e-05,-0.00027442894660587665,0.0,-0.328395689952473,-0.38052069553742357,0.0006734005268086217,0.004903049771282218,40.0,1.0,5.0
2.2,2.2991511780504976e-05,-0.00034788382190881174,0.0,-0.3284795410163188,-0.3805702961629145,0.0006793464977416046,0.004895501104477172,40.0,1.0,5.0
2.22,1.9584069037121073e-05,-0.00040190415698851097,0.0,-0.3285636524183907,-0.3806169223743435,0.0006853826053154804,0.00488779193570355,40.0,1.0,5.0
2.24,1.651996346043482e-05,-0.00043830368911233975,0.0,-0.3286481128515468,-0.38066039551485165,0.0006915324823378011,0.004879914362852504,40.0,1.0,5.0
2.2600000000000002,1.3806308161481867e-05,-0.00045896120547390414,0.0,-0.32873313184498293,-0.3807006209101443,0.0006978285225561148,0.004871850559073254,40.0,1.0,5.0
2.2800000000000002,1.1442661231532837e-05,-0.00046577613719625327,0.0,-0.32881904096212894,-0.38073758106071326,0.0007043121632148839,0.004863572357142561,40.0,1.0,5.0
2.3000000000000003,9.42212935143517e-06,-0.0004606302073502909,0.0,-0.32890629585732084,-0.3807713292455498,0.0007110342898786284,0.004855040802420742,40.0,1.0,5.0
2.32,7.732431487719435e-06,-0.0004453549691736824,0.0,-0.3289954799082083,-0.380801984369131,0.0007180557965904608,0.004846205620568066,40.0,1.0,5.0
2.34,6.356908661146659e-06,-0.00042170498477763125,0.0,-0.3290873100041858,-0.3808297277281769,0.0007254483242258985,0.004837004553354074,40.0,1.0,5.0
2.36,5.275468809163766e-06,-0.00039133632583329274,0.0,-0.32918264491078275,-0.380854802192498,0.0007332951891020513,0.004827362525290837,40.0,1.0,5.0
2.38,4.4654585637425095e-06,-0.000355790024838459,0.0,-0.3292824964556108,-0.3808775140969455,0.0007416925030620353,0.004817190614850987,40.0,1.0,5.0
2.4,3.90245631236901e-06,-0.0003164800672552123,0.0,-0.32938804360255397,-0.3808982379405328,0.0007507504758615596,0.004806384816067798,40.0,1.0,5.0
2.42,3.560983191907507e-06,-0.0002746854896818353,0.0,-0.3295006493060323,-0.3809174237947803,0.0007605948811440098,0.004794824588750966,40.0,1.0,5.0
2.44,3.4151306785312686e-06,-0.00023154613583199795,0.0,-0.3296218798737888,-0.3809356071453522,0.0007713686589098899,0.004782371207832996,40.0,1.0,5.0
2.46,3.4391051833402346e-06,-0.00018806161898967145,0.0,-0.32975352642069844,-0.38095342073639327,0.0007832336203729892,0.004768865934006899,40.0,1.0,5.0
2.48,3.607691548876411e-06,-0.00014509304535544423,0.0,-0.3298976278719244,-0.3809716078608991,0.0007963722155587048,0.004754128038436826,40.0,1.0,5.0
2.5,3.8966385766670455e-06,-0.00010336706590867105,0.0,-0.3300564948741237,-0.3809910364462387,0.0008109893199630556,0.0047379527236263465,40.0,1.0,5.0
2.52,4.282970713527871e-06,-6.348184375241966e-05,0.0,-0.33023273389964614,-0.38101271322299113,0.0008273139940069566,0.00472010899031557,40.0,1.0,5.0
2.54,4.745230800481373e-06,-2.591454813510097e-05,0.0,-0.33042927078086926,-0.3810377972373735,0.0008456011677886905,0.004700337506435085,40.0,1.0,5.0
2.56,5.263659360451879e-06,8.969985705179292e-06,0.0,-0.33064937288904883,-0.38106761197124694,0.0008661332036201643,0.00467834853863271,40.0,1.0,5.0
2.58,5.820316288287312e-06,4.0909761110594225e-05,0.0,-0.33089666917266325,-0.38110365536654917,0.0008892212898666333,0.00465382000973076,40.0,1.0,5.0
2.6,6.399151028726137e-06,6.973558689956987e-05,0.0,-0.3311751672919246,-0.3811476071098825,0.0009152066215155812,0.004626395746741195,40.0,1.0,5.0
2.62,6.986027404512631e-06,9.536077131603693e-05,0.0,-0.3314892671261954,-0.38120133261426437,0.000944461325485361,0.0045956839838826435,40.0,1.0,5.0
2.64,7.568709207631978e-06,0.00011777077445817688,0.0,-0.33184376998635245,-0.38126688323476965,0.0009773890917405216,0.0045612561835680675,40.0,1.0,5.0
2.66,8.136812510746862e-06,0.00013701301783187114,0.0,-0.33224388293114854,-0.3813464923687273,0.0010144254745831187,0.004522646235768728,40.0,1.0,5.0
2.68,8.681730411735439e-06,0.00015318701794807236,0.0,-0.33269521766138915,-0.3814425672148107,0.0010560378317905088,0.004479350092757659,40.0,1.0,5.0
2.7,9.196535609103567e-06,0.00016643498064986752,0.0,-0.3332037835438864,-0.3815576760940888,0.0011027248722995477,0.004430825892288465,40.0,1.0,5.0
2.72,9.675865836124314e-06,0.00017693296446057432,0.0,-0.33377597439391926,-0.381694531364998,0.0011550157856035676,0.00437649461811032,40.0,1.0,5.0
2.74,1.0115796771675616e-05,0.0001848826949506986,0.0,-0.33441854871528215,-0.38185596808824984,0.0012134689276300547,0.004315741342728645,40.0,1.0,5.0
2.7600000000000002,1.0513706609326797e-05,0.00019050408811390227,0.0,-0.3351386031558764,-0.3820449187119416,0.0012786700383086813,0.004247917093879778,40.0,1.0,5.0
2.7800000000000002,1.0868136015238115e-05,0.0001940285191356939,0.0,-0.33594353897941964,-0.3822643841468344,0.001351229965060461,0.004172341383670382,40.0,1.0,5.0
2.8000000000000003,1.1178646750392157e-05,0.00019569285378754465,0.0,-0.3368410213762189,-0.38251740168269815,0.0014317818638477223,0.004088305438059282,40.0,1.0,5.0
2.82,1.1445681782630877e-05,0.00019573424298391528,0.0,-0.3378389314354033,-0.3828070102553908,0.0015209778451421407,0.003995076164549736,40.0,1.0,5.0
2.84,1.1670429276580376e-05,0.0001943856667551218,0.0,-0.3389453105768358,-0.38313621360873246,0.0016194850262746553,0.0038919008976742706,40.0,1.0,5.0
2.86,1.1854692431114676e-05,0.00019187220193131623,0.0,-0.3401682971950333,-0.38350794190450826,0.0017279809444169531,0.0037780129649329316,40.0,1.0,5.0
2.88,1.2000766739580242e-05,0.00018840797808754704,0.0,-0.3415160552049559,-0.38392501231909615,0.001847148276455834,0.0036526381198520763,40.0,1.0,5.0
2.9,1.2111325881437068e-05,0.00018419377862726366,0.0,-0.34299669410937494,-0.3843900891291497,0.0019776688041037425,0.0035150018929959977,40.0,1.0,5.0
2.92,1.2189317118054062e-05,0.00017941523812434656,0.0,-0.34461818014265,-0.38490564373627517,0.002120216555910632,0.003364337914951172,40.0,1.0,5.0
2.94,1.2237866761935834e-05,0.00017424158303105066,0.0,-0.34638823800328766,-0.38547391501830697,0.0022754500539095353,0.0031998972659913086,40.0,1.0,5.0
2.96,1.2260196018597908e-05,0.00016882486041298135,0.0,-0.3483142426886561,-0.3860968703306718,0.002444003593265739,0.0030209589034296764,40.0,1.0,5.0
2.98,1.225954726383256e-05,0.0001632995983107885,0.0,-0.350403101014001,-0.3867761674245498,0.0026264774906025945,0.0028268412073679345,40.0,1.0,5.0
3.0,1.22391206157506e-05,0.00015778284147067187,0.0,-0.352661122560806,-0.3875131175086114,0.002823427252918762,0.0026169146662434867,40.0,1.0,5.0
3.02,1.2202020489729292e-05,0.0001523745073547773,0.0,-0.3550938800832003,-0.38830864966723955,0.0030353516464987585,0.0023906156928015045,40.0,1.0,5.0
3.04,1.2151211683777004e-05,0.00014715800936761632,0.0,-0.3577060598299874,-0.38916327686834645,0.0032626796860847377,0.002147461516604699,40.0,1.0,5.0
3.06,1.2089484430016885e-05,0.00014220109695385402,0.0,-0.36050130283300147,-0.39007706385402224,0.0035057566205113633,0.0018870660391708913,40.0,1.0,5.0
3.08,1.2019427762899161e-05,0.00013755686548500183,0.0,-0.36348203897969006,-0.39104959731000993,0.003764829062910424,0.0016091564613964033,40.0,1.0,5.0
3.1,1.1943410494084949e-05,0.000133264892518193,0.0,-0.36664931662514416,-0.3920799588539315,0.004040029501189632,0.0013135904004894419,40.0,1.0,5.0
3.12,1.186356904529186e-05,0.00012935246095265593,0.0,-0.3700026315839419,-0.39316670156076927,0.004331360525893823,0.0010003731073754854,40.0,1.0,5.0
3.14,1.1781801371280708e-05,0.0001258358337151201,0.0,-0.3735397605300328,-0.39430783094507327,0.004638679223860739,0.0006696742798173285,40.0,1.0,5.0
3.16,1.1699766203115978e-05,0.0001227215487741985,0.0,-0.37725660505224184,-0.3955007915243928,0.004961682301034612,0.00032184384821586326,40.0,1.0,5.0
3.18,1.1618886854414204e-05,0.00012000770742895479,0.0,-0.38114705376518215,-0.39674246027342264,0.00529989260764878,-4.257400021962491e-05,40.0,1.0,5.0
3.2,1.1540358858149042e-05,0.00011768523286466442,0.0,-0.3852028708363198,-0.3980291484144803,0.005652647832615977,-0.00042282938549242655,40.0,1.0,5.0
3.22,1.1465160736467388e-05,0.00011573907985800428,0.0,-0.38941361991631285,-0.3993566130456487,0.006019092198404026,-0.0008179587729198099,40.0,1.0,5.0
3.24,1.139406724878368e-05,0.0001141493801951184,0.0,-0.3937666326003735,-0.40072008005200915,0.006398172009090463,-0.001226781382961881,40.0,1.0,5.0
3.2600000000000002,1.1327664512213185e-05,0.00011289251180084604,0.0,-0.398247030060948,-0.40211427955098994,0.006788635869453411,-0.0016479008208313245,40.0,1.0,5.0
3.2800000000000002,1.1266366441404074e-05,0.00011194208273765593,0.0,-0.4028378052640768,-0.4035334947721134,0.007189040291138679,-0.0020797126521363263,40.0,1.0,5.0
3.3000000000000003,1.1210432010436248e-05,0.00011126982409947266,0.0,-0.4075199711543397,-0.4049716247602855,0.007597761227049981,-0.0025204184511496684,40.0,1.0,5.0
3.3200000000000003,1.1159982896258562e-05,0.00011084638838782542,0.0,-0.41227277738289686,-0.40642226063403736,0.00801301182774711,-0.0029680465725014818,40.0,1.0,5.0
3.34,1.1115021119904666e-05,0.00011064205221201508,0.0,-0.41707399466868383,-0.4078787743598702,0.008432866402715395,-0.00342047955587633,40.0,1.0,5.0
3.36,1.1075446357409357e-05,0.00011062732410399762,0.0,-0.4219002619318443,-0.40933441817520755,0.008855290212796567,-0.003875487686973474,40.0,1.0,5.0
3.38,1.1041072646063295e-05,0.0001107734598903882,0.0,-0.4267274872191701,-0.4107824319762442,0.00927817434417087,-0.004330767835692168,40.0,1.0,5.0
3.4,1.1011644262679007e-05,0.00011105288943071374,0.0,-0.4315312895182161,-0.4122161552638615,0.009699374551733116,-0.004783986309799046,40.0,1.0,5.0
3.42,1.0986850598334224e-05,0.0001114395596287656,0.0,-0.4362874652213024,-0.4136291396916852,0.010116752646073908,-0.0052328241373674105,40.0,1.0,5.0
3.44,1.0966339898189868e-05,0.00011190919947106169,0.0,-0.44097246062100837,-0.41501525795532024,0.010528218767522742,-0.005675022959889243,40.0,1.0,5.0
